Année;Type de secteur;Mission;Code Programme;Programme;Code Externe Objectif;Libellé Objectif;Ordre Ind;Code Externe Indicateur;Libellé Indicateur;Facteur de performance;Code Interne Sous Indicateur;Libellé Sous Indicateur;Cotation;Unité;Cible;Exécution;Atteinte de la cible;commentaire
2024.0;Programme;Travail et emploi;102.0;Accès et retour à l'emploi;P102-3;Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail;6860.0;P102-3-1;Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé;Citoyen;30248.0;Taux d'insertion des femmes dans l'emploi à l'issue d'un CAE ou d'un PEC (CUI non marchand);Budget intégrant l'égalité Femmes-Hommes;%;51.0;56.0;cible atteinte;
2023.0;Programme;Cohésion des territoires;177.0;Hébergement, parcours vers le logement et insertion des personnes vulnérables;P177-2;Améliorer l'efficience de l'offre de services pour les personnes les plus vulnérables;1010.0;P177-2-1;Suivi de la contractualisation pluriannuelle entre les opérateurs locaux et l'État;Citoyen;19786.0;Ratio des crédits couverts par les contrats pluriannuels d'objectifs et de moyens;;%;50.0;52.0;cible atteinte;
2023.0;Programme;Gestion des finances publiques;156.0;Gestion fiscale et financière de l'État et du secteur public local;P156-1;Améliorer l'efficacité de la lutte contre la fraude fiscale et du traitement des dépenses publiques, assurer la qualité des prévisions présentées dans le projet de loi de finances, et contribuer à l'accessibilité et à la clarté de la norme fiscale;4790.0;P156-1-3;Fiabilité des prévisions de dépenses fiscales;Citoyen;24654.0;Ecart prévisions de dépenses fiscales/réalisation;;%;;3.7;donnée non renseignée;
2024.0;Programme;Engagements financiers de l'État;145.0;Épargne;P145-1;Favoriser l'investissement dans le logement en préservant l'équilibre financier du fonds d'épargne;2990.0;P145-1-2;Prélèvement effectué par l'État sur le fonds d'épargne;Contribuable;23154.0;Rapport entre le prélèvement effectué par l’État sur le fonds d’épargne et l’encours de livrets réglementés garantis par l’État;;centièmes de %;8.5;7.41;absence amélioration;
2022.0;Programme;Investir pour la France de 2030;421.0;Soutien des progrès de l'enseignement et de la recherche;P421-1;Développer l'innovation pédagogique;4160.0;P421-1-1;Part de la population étudiante et enseignante impliquée dans des projets financés par le PIA;Citoyen;25746.0;Part du personnel enseignant (scolaire et supérieur) impliqué dans des projets financés par le PIA sur la population enseignante totale;NS;%;28.0;15.0;donnée non renseignée;
2023.0;Programme;Direction de l'action du Gouvernement;129.0;Coordination du travail gouvernemental;P129-5;Améliorer la sécurité et la performance des systèmes d'information de l'État;2080.0;P129-5-1;Niveau de sécurité des systèmes d'information de l'État;Usager;7842.0;Maturité globale en sécurité des systèmes d'information de l'État;;Note de 0 à 5;3.3;3.3;cible atteinte;
2022.0;Programme;Recherche et enseignement supérieur;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;P190-2;Développer les recherches partenariales entre acteurs publics et entre acteurs publics et privés et valoriser les résultats de la recherche;5390.0;P190-2-1;Part des contrats passés avec les industriels et les partenaires dans les ressources des instituts de recherche;Contribuable;3697.0;Part des contrats de recherche sur les recettes totales de recherche des organismes (CSTB, INERIS, IRSN, IFSTTAR);NS;%;20.84;18.49;absence amélioration;
2024.0;Programme;Plan de relance;363.0;Compétitivité;P363-1;Assurer la mise en œuvre rapide du volet Compétitivité du plan de relance;100.0;P363-1-1;Taux de consommation des crédits;Citoyen;30416.0;Taux de consommation des AE;;%;;;donnée non retenue;
2024.0;Programme;Recherche et enseignement supérieur;193.0;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;4655.0;P193-2-3;Chiffre d'affaires à l'export de l'industrie spatiale française rapporté aux investissements des cinq dernières années;Contribuable;7915.0;Chiffre d'affaires à l’export de l’industrie spatiale française rapporté aux investissements des cinq dernières années.;;%;120.0;105.0;absence amélioration;
2024.0;Programme;Cohésion des territoires;112.0;Impulsion et coordination de la politique d'aménagement du territoire;P112-2;Renforcer la cohésion sociale et territoriale;2160.0;P112-2-2;Impact des crédits FNADT dans les dispositifs contractuels entre l’État et les collectivités locales;Citoyen;31113.0;Volumétrie de crédits d'investissement du FNADT portant sur la transition écologique;Budget vert;%;15.0;37.0;cible atteinte;
2024.0;Mission;Agriculture, alimentation, forêt et affaires rurales;;;MAC-2;Favoriser le changement de pratiques afin de préserver la santé publique et l'environnement;460.0;MAC-2-1;Maîtrise de l'utilisation des pesticides et des antibiotiques;Citoyen;20919.0;Niveau de traitement des animaux à la colistine (plan Ecoantibio) ALEA colistine X100;Budget vert;%;3.4;3.0;cible atteinte;
2023.0;Programme;Défense;146.0;Équipement des forces;P146-2;Assurer une efficience maximale de la dépense d'équipement des forces;2040.0;P146-2-1;Efficience du processus de paiement;Contribuable;10006.0;Montant des intérêts moratoires versés;;M€;9.0;11.94;absence amélioration;
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-2;Améliorer l'information des citoyens;100.0;P232-2-1;Amélioration de l'acheminement de la propagande à l'électeur à la bonne adresse;Citoyen;30728.0;2.4.2 Européennes - taux de plis sous contrat de réexpédition et n'ayant pas pu être distribués par les services postaux;;%;;0.78;donnée non retenue;
2024.0;Programme;Cohésion des territoires;112.0;Impulsion et coordination de la politique d'aménagement du territoire;P112-2;Renforcer la cohésion sociale et territoriale;1160.0;P112-2-1;"Réduction du temps d'accès des usagers à une maison ""France Services"" et amélioration du service rendu";Usager;23326.0;Taux de population dans les communes de France métropolitaine* située à moins de 30 minutes d'une France Services;;%;100.0;99.6;amélioration;
2023.0;Programme;Travail et emploi;102.0;Accès et retour à l'emploi;P102-1;Favoriser l'accès et le retour à l'emploi;6830.0;P102-1-2;Taux de retour à l'emploi de tous les publics;Citoyen;30128.0;Demandeurs d’emploi de longue durée;;%;7.2;7.2;cible atteinte;
2023.0;Programme;Régimes sociaux et de retraite;197.0;Régimes de retraite et de sécurité sociale des marins;P197-1;Optimiser le régime de protection sociale des marins;5670.0;P197-1-1;Coût unitaire d'une primo liquidation de pension retraite;Contribuable;8480.0;Coût unitaire d’une primo liquidation de pension retraite;;€;784.0;748.0;cible atteinte;
2022.0;Mission;Cohésion des territoires;;;MVA-1;Aider les ménages modestes à faire face à leurs dépenses de logement;930.0;MVA-1-1;Taux d'effort net médian des ménages en locatif ordinaire ou en accession selon la configuration familiale et le type de parc;Citoyen;23398.0;Locatif public;NS;%;11.2;15.2;absence amélioration;
2023.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3320.0;P141-1-5;Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation;Citoyen;20696.0;Taux d'accès au BTS des élèves de première année de BTS par la voie scolaire;;%;76.5;;donnée non renseignée;
2022.0;Programme;Agriculture, alimentation, forêt et affaires rurales;215.0;Conduite et pilotage des politiques de l'agriculture;P215-3;Mettre en oeuvre les actions ministérielles dans des conditions optimales de coût et de qualité de service;700.0;P215-3-3;Efficience de la fonction informatique;Contribuable;16558.0;Ratio d’efficience bureautique;NS;€/poste;1825.0;1871.0;absence amélioration;
2024.0;Programme;Contrôle de la circulation et du stationnement routiers;751.0;Structures et dispositifs de sécurité routière;P751-1;Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion;7480.0;P751-1-3;Disponibilité des radars;Citoyen;10403.0;Taux de disponibilité des radars;;%;93.0;85.52;absence amélioration;
2023.0;Programme;Avances à l'audiovisuel public;847.0;TV5 Monde;P847-2;Développer la présence française et francophone dans le paysage audiovisuel mondial;8180.0;P847-2-1;Audience réelle;Citoyen;23424.0;Nombre de pays sondés;;Nb;;25.0;cible atteinte;
2023.0;Programme;Prêts et avances à des particuliers ou à des organismes privés;877.0;Avances remboursables et prêts bonifiés aux entreprises touchées par la crise de la covid-19 ou par le conflit en Ukraine;P877-2;Contribuer à la pérennité des entreprises les plus affectées par la crise sanitaire;500.0;P877-2-1;Montant moyen des avances ou prêts par emploi concerné;Citoyen;30291.0;Montant moyen des avances ou prêts par emploi concerné;;€;20000.0;19940.0;amélioration;
2024.0;Programme;Justice;182.0;Protection judiciaire de la jeunesse;P182-2;Optimiser l'emploi des moyens humains, financiers et matériels;4580.0;P182-2-1;Taux d'occupation et de prescription des établissements;Contribuable;3836.0;Taux d’occupation des Centres éducatifs renforcés (CER) secteurs public et associatif;;%;90.0;85.0;amélioration;
2022.0;Programme;Cohésion des territoires;112.0;Impulsion et coordination de la politique d'aménagement du territoire;P112-2;Renforcer la cohésion sociale et territoriale;1160.0;P112-2-1;"Réduction du temps d'accès des usagers à une maison ""France Services"" et amélioration du service rendu";Usager;23326.0;Taux de population dans les communes de France métropolitaine* située à moins de 30 minutes d'une France Services;NS;%;100.0;99.4;amélioration;
2024.0;Programme;Travail et emploi;111.0;Amélioration de la qualité de l'emploi et des relations du travail;P111-3;Dynamiser la négociation collective et améliorer les conditions du dialogue social;7040.0;P111-3-2;Délai d'extension par l'administration du travail des accords de branche;Usager;20794.0;Part des accords de branche étendus en moins de six mois par l'administration du travail;;%;85.0;83.0;absence amélioration;
2023.0;Programme;Régimes sociaux et de retraite;198.0;Régimes sociaux et de retraite des transports terrestres;P198-2;Contribuer à l'équilibre du régime de retraite de la SNCF, avec un objectif d'efficacité de gestion;5610.0;P198-2-1;Dépenses de gestion pour 100 € de prestations servies;Contribuable;2769.0;Volume des prestations servies (b);;M€;5281.4;5384.6;cible atteinte;
2024.0;Programme;Santé;204.0;Prévention, sécurité sanitaire et offre de soins;P204-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;5890.0;P204-1-3;Prévalence du tabagisme quotidien en population de 18 ans à 75 ans;Citoyen;30544.0;2. HOMMES;Budget intégrant l'égalité Femmes-Hommes;%;;;donnée non renseignée;Non connu
2022.0;Programme;Recherche et enseignement supérieur;172.0;Recherches scientifiques et technologiques pluridisciplinaires;P172-4;Développer le rayonnement international de la recherche française;5290.0;P172-4-2;Part des co-publications réalisées avec des partenaires de pays du Sud parmi les publications des opérateurs du programme;Citoyen;23040.0;Part des co-publications réalisées avec des partenaires de pays du Sud parmi les publications des opérateurs du programme;NS;%;12.7;;amélioration;
2024.0;Programme;Écologie, développement et mobilité durables;205.0;Affaires maritimes, pêche et aquaculture;P205-1;Renforcer la sécurité maritime et la protection de l'environnement;2500.0;P205-1-3;Contrôle des navires;Citoyen;21737.0;Répression des pollutions : taux de poursuites pénales suite à contrôle environnemental des navires;Budget vert;%;1.0;0.59;cible atteinte;
2023.0;Programme;Participations financières de l'État;731.0;Opérations en capital intéressant les participations financières de l'État;P731-1;Veiller à l'augmentation de la valeur des participations financières de l'État;7630.0;P731-1-2;Suivi et maîtrise de l'endettement;Contribuable;23184.0;Dynamique de la dette sur 4 ans;;%;;;donnée non renseignée;
2024.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3290.0;P141-1-2;"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du socle commun";Citoyen;17844.0;Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - en REP;;%;72.0;;donnée non renseignée;Non déterminé
2024.0;Programme;Anciens combattants, mémoire et liens avec la Nation;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;P169-5;Fournir les prestations de l'ONAC-VG avec la meilleure efficacité possible;900.0;P169-5-1;Nombre de titres/cartes anciens combattants traités et délai moyen des dossiers;Contribuable;7977.0;Nombre moyen de dossiers de cartes et titres traités par agent;;Nb;3141.0;2656.0;absence amélioration;
2022.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-1;Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun au terme de la scolarité primaire;3480.0;P139-1-2;"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du socle commun";Citoyen;10197.0;Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1);NS;%;;;donnée non renseignée;Sans objet
2023.0;Programme;Recherche et enseignement supérieur;193.0;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;5300.0;P193-1-1;Production scientifique des opérateurs du programme;Citoyen;23036.0;Reconnaissance scientifique des opérateurs du programme;;indice;1.5;1.12;absence amélioration;
2023.0;Programme;Économie;220.0;Statistiques et études économiques;P220-2;Développer la dématérialisation des enquêtes, dans le but d'alléger la charge de réponse des enquêtés, de gagner en qualité et de réduire les coûts;2870.0;P220-2-1;Dématérialisation des enquêtes;Usager;25057.0;Pourcentage de ménages interrogés à qui on propose le mode de collecte internet pour répondre à une des enquêtes pérennes de l’Insee;;%;66.0;64.0;absence amélioration;
2023.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3310.0;P141-1-4;Mixité des filles et des garçons en terminale;Citoyen;22059.0;Proportion de filles en terminale professionnelle des spécialités de production;;%;14.0;13.8;amélioration;
2023.0;Programme;Action extérieure de l'État;151.0;Français à l'étranger et affaires consulaires;P151-1;Renforcer la qualité et l'efficience du service consulaire;250.0;P151-1-1;Nombre de documents délivrés par ETPT;Contribuable;13299.0;4. Visas (réseau);;Nb;341.0;307.0;amélioration;
2023.0;Mission;Défense;;;MDA-2;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;1770.0;MDA-2-1;Taux de réalisation des équipements;Citoyen;16067.0;Taux de réalisation des livraisons valorisées;;%;85.0;87.9;cible atteinte;
2022.0;Programme;Sécurités;207.0;Sécurité et éducation routières;P207-1;Mobiliser l'ensemble de la société sur la sécurité routière pour réduire le nombre d'accidents et de tués sur les routes;6330.0;P207-1-1;Nombre annuel des tués (France métropolitaine et départements d'outre-mer);Citoyen;30519.0;Nombre de personnes tuées dans les accidents de la route de sexe masculin  (DOM);NS;Nb;;142.0;cible atteinte;
2022.0;Programme;Sport, jeunesse et vie associative;219.0;Sport;P219-5;Adapter la formation aux évolutions des métiers;6740.0;P219-5-1;Proportion de diplômés qui occupent un emploi en rapport avec la qualification obtenue après la délivrance du diplôme;Usager;7840.0;Proportion de diplômés qui occupent un emploi en rapport avec la qualification obtenue après la délivrance du diplôme du champ sport;NS;%;75.0;;donnée non renseignée;
2024.0;Programme;Avances à l'audiovisuel public;842.0;ARTE France;P842-2;Diffuser cette offre de programmes au public le plus large, sur tous les supports, partout en Europe;7950.0;P842-2-1;Audiences linéaire et non linéaire;Citoyen;23577.0;Part d'audience France;;%;;3.0;cible atteinte;
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-3;Optimiser le délai de remboursement des candidats;50.0;P232-3-1;Délai moyen du remboursement de la propagande électorale;Citoyen;31040.0;3.1.7. - Législatives - Délai moyen du remboursement de la propagande électorale;Vide;jours;;;donnée non retenue;Non connu
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-1;Organiser les élections au meilleur coût;370.0;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;Contribuable;3284.0;1.1.4 - Européennes;;€/électeur inscrit;;3.23;absence amélioration;
2023.0;Programme;Cohésion des territoires;112.0;Impulsion et coordination de la politique d'aménagement du territoire;P112-2;Renforcer la cohésion sociale et territoriale;1160.0;P112-2-1;"Réduction du temps d'accès des usagers à une maison ""France Services"" et amélioration du service rendu";Usager;23326.0;Taux de population dans les communes de France métropolitaine* située à moins de 30 minutes d'une France Services;;%;100.0;99.5;amélioration;
2024.0;Mission;Solidarité, insertion et égalité des chances;;;MSE-1;Inciter à l'activité et au maintien dans l'emploi;6410.0;MSE-1-1;Part des foyers allocataires du RSA en reprise d'activité qui accèdent à la prime d'activité et se maintiennent dans l'emploi;Citoyen;24755.0;Taux de maintien dans l'emploi des travailleurs bénéficiaires de la prime d'activité;;%;84.0;81.7;absence amélioration;
2023.0;Mission;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;100.0;MRC-2-1;Contribution de la péréquation verticale à la réduction des écarts de richesses;Citoyen;30420.0;% de communes dont le pfi/hab cesse d'être inférieur à 75% de la moyenne de la strate après intervention de la péréquation verticale;;%;10.2;10.1;amélioration;
2024.0;Programme;Écologie, développement et mobilité durables;345.0;Service public de l'énergie;P345-1;Contribuer à porter à 40% la part des énergies renouvelables dans la production d'électricité en 2030;9810.0;P345-1-3;Rémunération  de référence moyenne des nouveaux contrats de soutien pour les principales filières de production d'électricité  à partir d'énergie renouvelable : éolien terrestre, éolien en mer, photovoltaïque (€/MWh);Contribuable;31147.0;Rémunération de référence moyenne des nouveaux contrats de soutien pour l'éolien terrestre - AO;Budget vert;€/MWh;90.0;87.6;cible atteinte;
2022.0;Programme;Immigration, asile et intégration;104.0;Intégration et accès à la nationalité française;P104-1;Améliorer les conditions d'accueil et d'intégration des étrangers;5570.0;P104-1-3;Taux de sortie positive en emploi ou en formation des bénéficiaires de la protection internationale;Citoyen;30473.0;Taux de sortie positive en emploi ou en formation des bénéficiaires de la protection internationale;NS;%;50.0;48.0;donnée non renseignée;
2023.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-2;Organiser les élections au meilleur coût;370.0;P232-2-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;Contribuable;10387.0;1.1.2 - Départementales;;€/électeur inscrit;;;donnée non retenue;Sans objet
2022.0;Programme;Plan de relance;362.0;Écologie;P362-4;Développer la part des modes alternatifs à la route;100.0;P362-4-1;Part modale des transports non routiers;Citoyen;30407.0;Part modale du transport ferroviaire dans le transport intérieur terrestre de marchandises;NS;%;9.5;10.7;cible atteinte;
2024.0;Programme;Avances à l'audiovisuel public;841.0;France Télévisions;P841-3;Assurer la maîtrise de la masse salariale, optimiser la gestion et être une entreprise de média exemplaire;7900.0;P841-3-1;Maîtrise des charges;Contribuable;5392.0;Charges de personnel;;M€;;937.2;donnée non renseignée;
2023.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-3;Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués;3380.0;P141-3-2;Écart de taux d'encadrement au collège entre éducation prioritaire (EP) et hors EP et proportion des enseignants avec 5 ans d'ancienneté et plus en EP;Citoyen;10188.0;écart entre REP+ et hors REP+/REP;;élèves par division;-5.0;-3.8;cible atteinte;
2023.0;Programme;Justice;107.0;Administration pénitentiaire;P107-3;Renforcer la sécurité des établissements pénitentiaires;4520.0;P107-3-1;Nombre d'évasions pour 10 000 détenus (sous garde pénitentiaire directe/hors de l'établissement);Citoyen;491.0;Taux d’évasions sous garde pénitentiaire directe de détenu particulièrement signalé et hors mission d'extractions judiciaires;;ratio;0.0;0.0;cible atteinte;
2022.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-3;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3540.0;P139-3-1;Poursuite d'études des nouveaux bacheliers;Citoyen;13025.0;Proportion d'élèves de familles appartenant aux PCS défavorisées parmi les élèves de classes préparatoires aux grandes écoles (CPGE);NS;%;12.0;;donnée non renseignée;Non déterminé
2024.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-3;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3545.0;P139-3-2;Taux d’emploi 6 mois après la sortie de formation selon le diplôme préparé;Citoyen;30682.0;Pour information : Taux d'emploi 6 mois après la sortie de formation des élèves de CAP n'ayant pas obtenu le diplôme;;%;;19.0;donnée non retenue;
2024.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-1;Conduire tous les élèves à la maîtrise des connaissances et compétences du socle commun au terme de la scolarité primaire;3480.0;P139-1-2;"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du socle commun";Citoyen;10197.0;Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1);;%;93.0;90.3;amélioration;
2024.0;Programme;Gestion des finances publiques;156.0;Gestion fiscale et financière de l'État et du secteur public local;P156-1;Améliorer l'efficacité de la lutte contre la fraude fiscale et du traitement des dépenses publiques et contribuer à l'accessibilité et à la clarté de la norme fiscale;3780.0;P156-1-1;Efficacité de la lutte contre la fraude fiscale;Citoyen;22034.0;Part des dossiers répressifs transmis au Parquet;;%;11.0;10.67;amélioration;
2023.0;Programme;Engagements financiers de l'État;114.0;Appels en garantie de l'État (crédits évaluatifs);P114-4;Répondre aux besoins des entreprises en garanties du risque exportateur, tout en respectant le principe de subsidiarité et en limitant l'exposition de l'Etat sur les moins bons risques;3110.0;P114-4-1;Pourcentage des bons risques et des moins bons risques parmi les entreprises bénéficiaires des garanties du risque exportateur;Citoyen;20879.0;Pourcentage des bons risques en montant (cautions et préfinancements);;%;;11.25;cible atteinte;
2024.0;Programme;Recherche et enseignement supérieur;172.0;Recherches scientifiques et technologiques pluridisciplinaires;P172-3;Participer activement à la construction de l'Europe de la recherche;5270.0;P172-3-3;Part des articles co-publiés avec un pays membre de l'Union européenne (UE 27) dans les articles des opérateurs du programme;Citoyen;7854.0;Part des articles co-publiés avec un pays membre de l'Union européenne (UE 27) dans les articles des opérateurs du programme;;%;13.1;;absence amélioration;Estimation
2023.0;Mission;Action extérieure de l'État;;;MAA-2;Renforcer la qualité et l'efficience du service consulaire;1250.0;MAA-2-1;Délais de traitement des documents administratifs et des demandes de titres;Usager;3212.0;2. Cartes nationales d'identité (réseau);;jours;18.0;16.0;cible atteinte;
2024.0;Programme;Sport, jeunesse et vie associative;219.0;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;6630.0;P219-1-1;Pratique sportive des publics prioritaires;Usager;16441.0;Pour information : Taux de licences au plan national;;%;;25.5;donnée non retenue;
2022.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-4;Assurer la fonction stratégique intervention;1860.0;P178-4-2;Capacité à réaliser les contrats opérationnels permettant de gérer les crises;Citoyen;13072.0;SSA;NS;%;100.0;100.0;cible atteinte;
2023.0;Programme;Contrôle et exploitation aériens;614.0;Transports aériens, surveillance et certification;P614-2;Limiter les impacts environnementaux du transport aérien;100.0;P614-2-1;Respect des marchés carbone appliqués à l’aviation;Citoyen;30591.0;Proportion des quotas d'émission achetés par les compagnies françaises (SEQE-UE);;%;;28.6;cible atteinte;
2024.0;Programme;Transformation et fonction publiques;348.0;Performance et résilience des bâtiments de l'État et de ses opérateurs;P348-2;S'assurer de l'efficience des projets financés;9090.0;P348-2-1;Efficience énergétique - Coût du kwhep économisé;Contribuable;30153.0;Efficience énergétique - Coût du kwhep économisé;Budget vert;€/Kwh;7.9;7.9;donnée non retenue;
2023.0;Programme;Plan de relance;364.0;Cohésion;P364-3;Offrir une solution à tous les jeunes;100.0;P364-3-1;Faciliter l'insertion dans l'emploi des jeunes;Citoyen;30442.0;Taux d’insertion dans l'emploi des salariés ayant bénéficié d’un contrat d'apprentissage;;%;62.0;63.3;cible atteinte;
2024.0;Mission;Direction de l'action du Gouvernement;;;MDC-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;2060.0;MDC-1-1;Taux d'application des lois;Citoyen;20904.0;Nombre cumulé de mesures appliquées dans un délai entre 6 et 12 mois pendant la législature;;Nb;;309.0;donnée non renseignée;
2023.0;Programme;Enseignement scolaire;143.0;Enseignement technique agricole;P143-1;Assurer un enseignement général, technologique et professionnel conduisant à la réussite scolaire et à une bonne insertion sociale et professionnelle;3710.0;P143-1-2;Taux d'insertion professionnelle;Citoyen;30322.0;Insertion des hommes diplômés dans les 7 mois suivant l'obtention du diplôme;;%;67.0;66.2;amélioration;
2024.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3340.0;P141-1-7;Scolarisation des élèves du second degré en situation de handicap;Usager;17851.0;Pour information : Proportion d'élèves en situation de handicap parmi les élèves de collège;;%;;5.9;donnée non retenue;
2024.0;Programme;Cohésion des territoires;147.0;Politique de la ville;P147-1;Renforcer l'activité et la mixité fonctionnelle des territoires urbains prioritaires;1210.0;P147-1-1;Écart entre la densité d'établissements exerçant une activité d'industrie et de commerce dans les territoires entrepreneurs et celle constatée dans les unités urbaines correspondantes;Citoyen;4126.0;écart toutes catégories confondues;;Nombre étab./1000h;-25.0;;donnée non renseignée;Non déterminé
2022.0;Programme;Écologie, développement et mobilité durables;203.0;Infrastructures et services de transports;P203-3;Améliorer la régulation dans les transports routiers et développer la part des modes alternatifs à la route;2470.0;P203-3-3;Contrôle des transports routiers;Citoyen;23562.0;Nombre de véhicules de transport routier de marchandises et de voyageurs en infraction rapporté au nombre de véhicules contrôlés en bord de route;NS;%;19.0;24.1;cible atteinte;
2023.0;Programme;Participations financières de l'État;732.0;Désendettement de l'État et d'établissements publics de l'État;P732-1;Contribuer au désendettement de l'État et d'administrations publiques (APU);7670.0;P732-1-1;Réduction de la dette des entités entrant dans le périmètre des administrations publiques;Contribuable;24028.0;Diminution de la dette nette des administrations publiques (Etat et hors Etat);;M€;-6586.49;-6588.33;cible atteinte;
2022.0;Programme;Médias, livre et industries culturelles;180.0;Presse et médias;P180-2;Veiller au maintien du pluralisme de la presse;4720.0;P180-2-1;Diffusion de la presse;Citoyen;23407.0;Nombre total de visites des sites d'actualité / information généraliste;NS;Nombre (en milliard);25.0;24.4;amélioration;
2024.0;Mission;Direction de l'action du Gouvernement;;;MDC-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;2060.0;MDC-1-1;Taux d'application des lois;Citoyen;10332.0;Taux d’application des lois de plus de six mois promulguées depuis le début de la législature;;%;;69.0;donnée non renseignée;
2023.0;Programme;Médias, livre et industries culturelles;334.0;Livre et industries culturelles;P334-2;Soutenir la création et la diffusion du livre;4820.0;P334-2-1;Renouvellement de la création éditoriale;Citoyen;16644.0;Nombre de nouveaux titres publiés dans les secteurs de la littérature et des sciences humaines (vente lente);;Nb;20000.0;20312.0;cible atteinte;
2024.0;Programme;Économie;305.0;Stratégies économiques;P305-1;Assurer la qualité de l'analyse et des prévisions présentées dans le projet de loi de finances, dans le domaine des évolutions économiques et dans celui des recettes fiscales;2890.0;P305-1-1;Fiabilité comparée, au vu des réalisations, des prévisions du Gouvernement présentées dans le RESF et de celles des instituts de conjoncture;Citoyen;16195.0;Réalisation;;%;;1.1;donnée non retenue;
2023.0;Programme;Travail et emploi;102.0;Accès et retour à l'emploi;P102-2;Améliorer l'efficacité du service rendu à l'usager par Pôle emploi;6850.0;P102-2-2;Taux de satisfaction des services rendus par Pôle Emploi aux usagers;Usager;24209.0;Taux de satisfaction des entreprises vis-à-vis des services rendus par pôle emploi;;%;82.5;86.2;cible atteinte;
2023.0;Programme;Prêts et avances à des particuliers ou à des organismes privés;877.0;Avances remboursables et prêts bonifiés aux entreprises touchées par la crise de la covid-19 ou par le conflit en Ukraine;P877-1;Apporter une réponse ciblée et efficace pour les entreprises stratégiques présentant de réelles possibilités de reprise;625.0;P877-1-2;Taux de défaillance des entreprises soutenues au 31/12/2020, au 31/12/2021, au 31/12/2022;Contribuable;30289.0;Taux de défaillance des entreprises soutenues au 31/12/2020, au 31/12/2021, au 31/12/2022;;%;15.0;31.0;absence amélioration;
