Niveau hiérarchique de la ligne,Catégorie,Section,Ligne de prévision,Ligne d'exécution,LFI,LFR/LFG,Total des prévisions,Total des recouvrements,Total des recettes**
3,Recettes fiscales,15 - Taxe intérieure de consommation sur les produits énergétiques (total),15 - Taxe intérieure de consommation sur les produits énergétiques (total),15 - Taxe intérieure de consommation sur les produits énergétiques (total),15390076908,534761715,15924838623,"17977526920,95","15969195151,58"
0,Recettes fiscales,16 - Taxe sur la valeur ajoutée,1601 - Taxe sur la valeur ajoutée,,100805811240,-5170282779,95635528461,0,0
1,Recettes fiscales,16 - Taxe sur la valeur ajoutée,1601 - Taxe sur la valeur ajoutée,160101 - Taxe sur la valeur ajoutée,0,0,0,"175305608966,89",0
2,Recettes fiscales,16 - Taxe sur la valeur ajoutée,1601 - Taxe sur la valeur ajoutée (total),1601 - Taxe sur la valeur ajoutée (total),100805811240,-5170282779,95635528461,"175305608966,89",0
3,Recettes fiscales,16 - Taxe sur la valeur ajoutée (total),16 - Taxe sur la valeur ajoutée (total),16 - Taxe sur la valeur ajoutée (total),100805811240,-5170282779,95635528461,"175305608966,89","96758573419,46"
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes","1701 - Mutations à titre onéreux de créances, rentes, prix d'offices",,675000000,-133368501,541631499,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes","1701 - Mutations à titre onéreux de créances, rentes, prix d'offices","170101 - Mutations à titre onéreux de créances, rentes, prix d'offices",0,0,0,"450572596,46",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes","1701 - Mutations à titre onéreux de créances, rentes, prix d'offices (total)","1701 - Mutations à titre onéreux de créances, rentes, prix d'offices (total)",675000000,-133368501,541631499,"450572596,46",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1702 - Mutations à titre onéreux de fonds de commerce,,231000000,19568933,250568933,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1702 - Mutations à titre onéreux de fonds de commerce,170201 - Mutations à titre onéreux de fonds de commerce,0,0,0,"230577921,21",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1702 - Mutations à titre onéreux de fonds de commerce (total),1702 - Mutations à titre onéreux de fonds de commerce (total),231000000,19568933,250568933,"230577921,21",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1703 - Mutations à titre onéreux de meubles corporels,,0,767182,767182,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1703 - Mutations à titre onéreux de meubles corporels,170301 - Mutations à titre onéreux de meubles corporels,0,0,0,228461,0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1703 - Mutations à titre onéreux de meubles corporels (total),1703 - Mutations à titre onéreux de meubles corporels (total),0,767182,767182,228461,0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1704 - Mutations à titre onéreux d'immeubles et droits immobiliers,,118000000,-23330006,94669994,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1704 - Mutations à titre onéreux d'immeubles et droits immobiliers,170401 - Mutations à titre onéreux d'immeubles et droits immobiliers,0,0,0,"13983993,5",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1704 - Mutations à titre onéreux d'immeubles et droits immobiliers,170402 - Recentralisation des DMTO locaux,0,0,0,"58037222,21",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1704 - Mutations à titre onéreux d'immeubles et droits immobiliers (total),1704 - Mutations à titre onéreux d'immeubles et droits immobiliers (total),118000000,-23330006,94669994,"72021215,71",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1705 - Mutations à titre gratuit entre vifs (donations),,3936000000,647870877,4583870877,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1705 - Mutations à titre gratuit entre vifs (donations),170501 - Mutations à titre gratuit entre vifs (donations),0,0,0,"4947164660,65",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1705 - Mutations à titre gratuit entre vifs (donations) (total),1705 - Mutations à titre gratuit entre vifs (donations) (total),3936000000,647870877,4583870877,"4947164660,65",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1706 - Mutations à titre gratuit par décès,,15400000000,405000000,15805000000,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1706 - Mutations à titre gratuit par décès,170601 - Mutations à titre gratuit par décès,0,0,0,"15965748901,14",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1706 - Mutations à titre gratuit par décès (total),1706 - Mutations à titre gratuit par décès (total),15400000000,405000000,15805000000,"15965748901,14",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1707 - Contribution de sécurité immobilière,,1022000000,-332911584,689088416,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1707 - Contribution de sécurité immobilière,170701 - Contribution de sécurité immobilière,0,0,0,"692340539,03",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1707 - Contribution de sécurité immobilière (total),1707 - Contribution de sécurité immobilière (total),1022000000,-332911584,689088416,"692340539,03",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1711 - Autres conventions et actes civils,,528000000,-61432032,466567968,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1711 - Autres conventions et actes civils,171101 - Taxe forfaitaire représentative des droits et frais payés par l'adjudicataire du droit de pêche et de chasse,0,0,0,980,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1711 - Autres conventions et actes civils,171102 - Autres conventions et actes civils,0,0,0,"560346818,36",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1711 - Autres conventions et actes civils (total),1711 - Autres conventions et actes civils (total),528000000,-61432032,466567968,"560347798,36",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1713 - Taxe de publicité foncière,,656000000,-20061317,635938683,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1713 - Taxe de publicité foncière,171301 - Taxe de publicité foncière,0,0,0,"590162844,53",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1713 - Taxe de publicité foncière (total),1713 - Taxe de publicité foncière (total),656000000,-20061317,635938683,"590162844,53",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1714 - Prélèvement sur les sommes versées par les organismes d'assurances et assimilés à raison des contrats d'assurances en cas de décès,,412000000,9090384,421090384,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1714 - Prélèvement sur les sommes versées par les organismes d'assurances et assimilés à raison des contrats d'assurances en cas de décès,171401 - Prélèvement sur les sommes versées par les organismes d'assurances et assimilés à raison des contrats d'assurances en cas de décès,0,0,0,"457236137,21",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1714 - Prélèvement sur les sommes versées par les organismes d'assurances et assimilés à raison des contrats d'assurances en cas de décès (total),1714 - Prélèvement sur les sommes versées par les organismes d'assurances et assimilés à raison des contrats d'assurances en cas de décès (total),412000000,9090384,421090384,"457236137,21",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1716 - Recettes diverses et pénalités,,188000000,10075910,198075910,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1716 - Recettes diverses et pénalités,171601 - Recettes diverses et pénalités,0,0,0,"308053253,75",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1716 - Recettes diverses et pénalités (total),1716 - Recettes diverses et pénalités (total),188000000,10075910,198075910,"308053253,75",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1721 - Timbre unique,,499000000,7129482,506129482,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1721 - Timbre unique,172101 - Timbre unique,0,0,0,"8446791,7",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1721 - Timbre unique,172102 - Timbre unique dématérialisé,0,0,0,"372075515,84",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1721 - Timbre unique,172103 - Taxe pour la gestion des certificats d'immatriculation des véhicules. Reliquat ANTS,0,0,0,"8589569,28",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1721 - Timbre unique (total),1721 - Timbre unique (total),499000000,7129482,506129482,"389111876,82",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1723 - Actes et écrits assujettis au timbre de dimension,172302 - Actes et écrits assujettis au timbre de dimension,0,0,0,"1238,7",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1723 - Actes et écrits assujettis au timbre de dimension (total),1723 - Actes et écrits assujettis au timbre de dimension (total),0,0,0,"1238,7",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1726 - Produit de la taxe additionnelle à la taxe sur les certifications d'immatriculation des véhicules,,607000000,159473596,766473596,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1726 - Produit de la taxe additionnelle à la taxe sur les certifications d'immatriculation des véhicules,172601 - Produit de la taxe additionnelle à la taxe sur les certifications d'immatriculation des véhicules,0,0,0,"805216633,5",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1726 - Produit de la taxe additionnelle à la taxe sur les certifications d'immatriculation des véhicules (total),1726 - Produit de la taxe additionnelle à la taxe sur les certifications d'immatriculation des véhicules (total),607000000,159473596,766473596,"805216633,5",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1752 - Contribution sur la rente inframarginale de la production d'électricité,,1120000000,33733333,1153733333,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1752 - Contribution sur la rente inframarginale de la production d'électricité,175201 - Contribution sur la rente inframarginale de la production d'électricité,0,0,0,"1129965510,74",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1752 - Contribution sur la rente inframarginale de la production d'électricité (total),1752 - Contribution sur la rente inframarginale de la production d'électricité (total),1120000000,33733333,1153733333,"1129965510,74",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1753 - Autres taxes intérieures,,2059071000,2255728527,4314799527,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1753 - Autres taxes intérieures,175301 - Autres taxes intérieures,0,0,0,3597874,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1753 - Autres taxes intérieures,175302 - Taxe sur les appareils automatiques,0,0,0,"3250,5",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1753 - Autres taxes intérieures,175303 - Taxe intérieure sur les consommations de gaz naturel (TICGN),0,0,0,"2802387510,15",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1753 - Autres taxes intérieures,175304 - Taxe intérieure sur la consommation finale d'électricité,0,0,0,"1596371206,48",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1753 - Autres taxes intérieures,175305 - Pénalités des taxes intérieures sur la consommation (TIC),0,0,0,"693534,6",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1753 - Autres taxes intérieures (total),1753 - Autres taxes intérieures (total),2059071000,2255728527,4314799527,"4403053375,73",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1754 - Autres droits et recettes accessoires,,5000000,-488081,4511919,0,0
